onset	duration	trial	value	instruction
8185	6	1	1	rest
14127	1	1	2	ready
15130	7	1	3	task
21788	7	1	4	interval
29165	6	2	1	rest
35128	1	2	2	ready
36159	7	2	3	task
42894	7	2	4	interval
50170	6	3	1	rest
56165	1	3	2	ready
57185	7	3	3	task
63861	7	3	4	interval
71172	6	4	1	rest
77167	1	4	2	ready
78148	7	4	3	task
84833	7	4	4	interval
92174	6	5	1	rest
98164	1	5	2	ready
99146	7	5	3	task
106031	7	5	4	interval
113173	6	6	1	rest
119184	1	6	2	ready
120160	7	6	3	task
126990	7	6	4	interval
134180	6	7	1	rest
140170	1	7	2	ready
141173	7	7	3	task
147868	7	7	4	interval
155179	6	8	1	rest
161179	1	8	2	ready
162178	7	8	3	task
168815	7	8	4	interval
176186	6	9	1	rest
182174	1	9	2	ready
183177	7	9	3	task
189834	7	9	4	interval
197179	6	10	1	rest
203149	1	10	2	ready
204179	7	10	3	task
210841	7	10	4	interval
218188	6	11	1	rest
224180	1	11	2	ready
225154	7	11	3	task
231826	7	11	4	interval
239191	6	12	1	rest
245153	1	12	2	ready
246188	7	12	3	task
252834	7	12	4	interval
260203	6	13	1	rest
266156	1	13	2	ready
267188	7	13	3	task
274018	7	13	4	interval
281198	6	14	1	rest
287187	1	14	2	ready
288187	7	14	3	task
294840	7	14	4	interval
302201	6	15	1	rest
308191	1	15	2	ready
309183	7	15	3	task
315834	7	15	4	interval
323196	6	16	1	rest
329208	1	16	2	ready
330171	7	16	3	task
336834	7	16	4	interval
344203	6	17	1	rest
350189	1	17	2	ready
351204	7	17	3	task
357870	7	17	4	interval
365210	6	18	1	rest
371168	1	18	2	ready
372186	7	18	3	task
378988	7	18	4	interval
386212	6	19	1	rest
392170	1	19	2	ready
393192	7	19	3	task
399856	7	19	4	interval
407199	6	20	1	rest
413190	1	20	2	ready
414174	7	20	3	task
420796	7	20	4	interval
