onset	duration	trial	value	instruction
6299	6	1	1	rest
12239	1	1	2	ready
13266	7	1	3	task
19977	7	1	4	interval
27275	6	2	1	rest
33236	1	2	2	ready
34241	7	2	3	task
40927	7	2	4	interval
48278	6	3	1	rest
54263	1	3	2	ready
55249	7	3	3	task
61927	7	3	4	interval
69278	6	4	1	rest
75241	1	4	2	ready
76242	7	4	3	task
82914	7	4	4	interval
90282	6	5	1	rest
96246	1	5	2	ready
97282	7	5	3	task
104151	7	5	4	interval
111282	6	6	1	rest
117247	1	6	2	ready
118278	7	6	3	task
124899	7	6	4	interval
132296	6	7	1	rest
138289	1	7	2	ready
139289	7	7	3	task
145985	7	7	4	interval
153294	6	8	1	rest
159258	1	8	2	ready
160295	7	8	3	task
166948	7	8	4	interval
174294	6	9	1	rest
180305	1	9	2	ready
181279	7	9	3	task
187957	7	9	4	interval
195294	6	10	1	rest
201261	1	10	2	ready
202269	7	10	3	task
208956	7	10	4	interval
216297	6	11	1	rest
222290	1	11	2	ready
223294	7	11	3	task
229942	7	11	4	interval
237307	6	12	1	rest
243287	1	12	2	ready
244272	7	12	3	task
250950	7	12	4	interval
258306	6	13	1	rest
264293	1	13	2	ready
265299	7	13	3	task
271953	7	13	4	interval
279309	6	14	1	rest
285306	1	14	2	ready
286291	7	14	3	task
292963	7	14	4	interval
300324	6	15	1	rest
306306	1	15	2	ready
307314	7	15	3	task
313936	7	15	4	interval
321354	6	16	1	rest
327324	1	16	2	ready
328322	7	16	3	task
334999	7	16	4	interval
342320	6	17	1	rest
348333	1	17	2	ready
349290	7	17	3	task
355936	7	17	4	interval
363325	6	18	1	rest
369291	1	18	2	ready
370291	7	18	3	task
376952	7	18	4	interval
384331	6	19	1	rest
390310	1	19	2	ready
391289	7	19	3	task
397914	7	19	4	interval
405324	6	20	1	rest
411290	1	20	2	ready
412295	7	20	3	task
418934	7	20	4	interval
