onset	duration	trial	value	instruction
5063	6	1	1	rest
11023	1	1	2	ready
12032	6	1	3	task
17964	8	1	4	interval
26036	6	2	1	rest
32033	1	2	2	ready
33043	6	2	3	task
38966	8	2	4	interval
47037	6	3	1	rest
53023	1	3	2	ready
54032	6	3	3	task
59963	8	3	4	interval
68044	6	4	1	rest
74030	1	4	2	ready
75027	6	4	3	task
80986	8	4	4	interval
89048	6	5	1	rest
95023	1	5	2	ready
96037	6	5	3	task
101985	8	5	4	interval
110052	6	6	1	rest
116049	1	6	2	ready
117027	6	6	3	task
122978	8	6	4	interval
131058	6	7	1	rest
137042	1	7	2	ready
138048	6	7	3	task
143979	8	7	4	interval
152051	6	8	1	rest
158031	1	8	2	ready
159055	6	8	3	task
164980	8	8	4	interval
173057	6	9	1	rest
179013	1	9	2	ready
180057	6	9	3	task
185980	8	9	4	interval
194061	6	10	1	rest
200029	1	10	2	ready
201045	6	10	3	task
206985	8	10	4	interval
215058	6	11	1	rest
221049	1	11	2	ready
222053	6	11	3	task
227999	8	11	4	interval
236055	6	12	1	rest
242023	1	12	2	ready
243054	6	12	3	task
248987	8	12	4	interval
257068	6	13	1	rest
263052	1	13	2	ready
264039	6	13	3	task
269991	8	13	4	interval
278066	6	14	1	rest
284036	1	14	2	ready
285056	6	14	3	task
290993	8	14	4	interval
299068	6	15	1	rest
305059	1	15	2	ready
306063	6	15	3	task
311995	8	15	4	interval
320073	6	16	1	rest
326055	1	16	2	ready
327044	6	16	3	task
332994	8	16	4	interval
341078	6	17	1	rest
347053	1	17	2	ready
348074	6	17	3	task
354000	8	17	4	interval
362075	6	18	1	rest
368060	1	18	2	ready
369052	6	18	3	task
374998	8	18	4	interval
383079	6	19	1	rest
389064	1	19	2	ready
390058	6	19	3	task
396000	8	19	4	interval
404080	6	20	1	rest
410074	1	20	2	ready
411072	6	20	3	task
417001	8	20	4	interval
