onset	duration	trial	value	instruction
23767	6	1	1	rest
29703	1	1	2	ready
30695	6	1	3	task
36646	8	1	4	interval
44717	6	2	1	rest
50688	1	2	2	ready
51694	6	2	3	task
57642	8	2	4	interval
65728	6	3	1	rest
71706	1	3	2	ready
72696	6	3	3	task
78638	8	3	4	interval
86728	6	4	1	rest
92697	1	4	2	ready
93705	6	4	3	task
99646	8	4	4	interval
107740	6	5	1	rest
113702	1	5	2	ready
114702	6	5	3	task
120651	8	5	4	interval
128736	6	6	1	rest
134700	1	6	2	ready
135703	6	6	3	task
141675	8	6	4	interval
149737	6	7	1	rest
155705	1	7	2	ready
156704	6	7	3	task
162658	8	7	4	interval
170744	6	8	1	rest
176706	1	8	2	ready
177715	6	8	3	task
183655	8	8	4	interval
191735	6	9	1	rest
197706	1	9	2	ready
198725	6	9	3	task
204655	8	9	4	interval
212738	6	10	1	rest
218716	1	10	2	ready
219713	6	10	3	task
225659	8	10	4	interval
233744	6	11	1	rest
239713	1	11	2	ready
240722	6	11	3	task
246659	8	11	4	interval
254744	6	12	1	rest
260718	1	12	2	ready
261717	6	12	3	task
267656	8	12	4	interval
275744	6	13	1	rest
281714	1	13	2	ready
282724	6	13	3	task
288667	8	13	4	interval
296747	6	14	1	rest
302712	1	14	2	ready
303724	6	14	3	task
309668	8	14	4	interval
317746	6	15	1	rest
323724	1	15	2	ready
324732	6	15	3	task
330678	8	15	4	interval
338762	6	16	1	rest
344726	1	16	2	ready
345727	6	16	3	task
351678	8	16	4	interval
359762	6	17	1	rest
365725	1	17	2	ready
366727	6	17	3	task
372673	8	17	4	interval
380758	6	18	1	rest
386723	1	18	2	ready
387728	6	18	3	task
393679	8	18	4	interval
401764	6	19	1	rest
407734	1	19	2	ready
408743	6	19	3	task
414679	8	19	4	interval
422769	6	20	1	rest
428740	1	20	2	ready
429744	6	20	3	task
435685	8	20	4	interval
