onset	duration	trial	value	instruction
6985	6	1	1	rest
12942	1	1	2	ready
13945	7	1	3	task
20646	7	1	4	interval
27942	6	2	1	rest
33941	1	2	2	ready
34953	7	2	3	task
41783	7	2	4	interval
48942	6	3	1	rest
54926	1	3	2	ready
55943	7	3	3	task
62782	7	3	4	interval
69951	6	4	1	rest
75939	1	4	2	ready
76949	7	4	3	task
83579	7	4	4	interval
90954	6	5	1	rest
96937	1	5	2	ready
97954	7	5	3	task
104588	7	5	4	interval
111963	6	6	1	rest
117955	1	6	2	ready
118928	7	6	3	task
125581	7	6	4	interval
132961	6	7	1	rest
138953	1	7	2	ready
139930	7	7	3	task
146656	7	7	4	interval
153960	6	8	1	rest
159930	1	8	2	ready
160958	7	8	3	task
167641	7	8	4	interval
174967	6	9	1	rest
180927	1	9	2	ready
181958	7	9	3	task
188620	7	9	4	interval
195976	6	10	1	rest
201927	1	10	2	ready
202960	7	10	3	task
209780	7	10	4	interval
216968	6	11	1	rest
222931	1	11	2	ready
223964	7	11	3	task
230599	7	11	4	interval
237966	6	12	1	rest
243954	1	12	2	ready
244940	7	12	3	task
251594	7	12	4	interval
258971	6	13	1	rest
264944	1	13	2	ready
265958	7	13	3	task
272810	7	13	4	interval
279968	6	14	1	rest
285967	1	14	2	ready
286982	7	14	3	task
293635	7	14	4	interval
300974	6	15	1	rest
306967	1	15	2	ready
307979	7	15	3	task
314661	7	15	4	interval
321971	6	16	1	rest
327969	1	16	2	ready
328972	7	16	3	task
335607	7	16	4	interval
342971	6	17	1	rest
348967	1	17	2	ready
349942	7	17	3	task
356564	7	17	4	interval
363983	6	18	1	rest
369975	1	18	2	ready
370974	7	18	3	task
377606	7	18	4	interval
384983	6	19	1	rest
390945	1	19	2	ready
391982	7	19	3	task
398668	7	19	4	interval
405990	6	20	1	rest
411947	1	20	2	ready
412981	7	20	3	task
419624	7	20	4	interval
