onset	duration	trial	value	instruction
7125	6	1	1	rest
13070	1	1	2	ready
14067	6	1	3	task
20008	8	1	4	interval
28105	6	2	1	rest
34070	1	2	2	ready
35076	6	2	3	task
41021	8	2	4	interval
49109	6	3	1	rest
55079	1	3	2	ready
56084	6	3	3	task
62026	8	3	4	interval
70112	6	4	1	rest
76088	1	4	2	ready
77103	6	4	3	task
83020	8	4	4	interval
91117	6	5	1	rest
97100	1	5	2	ready
98086	6	5	3	task
104023	8	5	4	interval
112128	6	6	1	rest
118083	1	6	2	ready
119089	6	6	3	task
125033	8	6	4	interval
133126	6	7	1	rest
139101	1	7	2	ready
140105	6	7	3	task
146030	8	7	4	interval
154128	6	8	1	rest
160103	1	8	2	ready
161095	6	8	3	task
167041	8	8	4	interval
175123	6	9	1	rest
181092	1	9	2	ready
182102	6	9	3	task
188054	8	9	4	interval
196137	6	10	1	rest
202095	1	10	2	ready
203102	6	10	3	task
209041	8	10	4	interval
217134	6	11	1	rest
223101	1	11	2	ready
224103	6	11	3	task
230048	8	11	4	interval
238136	6	12	1	rest
244099	1	12	2	ready
245116	6	12	3	task
251054	8	12	4	interval
259136	6	13	1	rest
265107	1	13	2	ready
266103	6	13	3	task
272048	8	13	4	interval
280143	6	14	1	rest
286112	1	14	2	ready
287114	6	14	3	task
293046	8	14	4	interval
301137	6	15	1	rest
307104	1	15	2	ready
308121	6	15	3	task
314050	8	15	4	interval
322143	6	16	1	rest
328109	1	16	2	ready
329115	6	16	3	task
335060	8	16	4	interval
343144	6	17	1	rest
349102	1	17	2	ready
350124	6	17	3	task
356053	8	17	4	interval
364148	6	18	1	rest
370126	1	18	2	ready
371143	6	18	3	task
377067	8	18	4	interval
385160	6	19	1	rest
391119	1	19	2	ready
392125	6	19	3	task
398067	8	19	4	interval
406149	6	20	1	rest
412122	1	20	2	ready
413120	6	20	3	task
419064	8	20	4	interval
