onset	duration	trial	value	instruction
6991	6	1	1	rest
12931	1	1	2	ready
13929	6	1	3	task
19890	8	1	4	interval
27971	6	2	1	rest
33954	1	2	2	ready
34938	6	2	3	task
40895	8	2	4	interval
48980	6	3	1	rest
54948	1	3	2	ready
55952	6	3	3	task
61891	8	3	4	interval
69978	6	4	1	rest
75944	1	4	2	ready
76956	6	4	3	task
82892	8	4	4	interval
90973	6	5	1	rest
96961	1	5	2	ready
97949	6	5	3	task
103890	8	5	4	interval
111983	6	6	1	rest
117957	1	6	2	ready
118946	6	6	3	task
124905	8	6	4	interval
132985	6	7	1	rest
138970	1	7	2	ready
139949	6	7	3	task
145904	8	7	4	interval
153990	6	8	1	rest
159953	1	8	2	ready
160957	6	8	3	task
166902	8	8	4	interval
174984	6	9	1	rest
180960	1	9	2	ready
181957	6	9	3	task
187906	8	9	4	interval
195991	6	10	1	rest
201960	1	10	2	ready
202961	6	10	3	task
208908	8	10	4	interval
216986	6	11	1	rest
222952	1	11	2	ready
223965	6	11	3	task
229907	8	11	4	interval
237988	6	12	1	rest
243965	1	12	2	ready
244965	6	12	3	task
250908	8	12	4	interval
259000	6	13	1	rest
264965	1	13	2	ready
265967	6	13	3	task
271911	8	13	4	interval
279999	6	14	1	rest
285966	1	14	2	ready
286968	6	14	3	task
292917	8	14	4	interval
301002	6	15	1	rest
306971	1	15	2	ready
307973	6	15	3	task
313920	8	15	4	interval
322002	6	16	1	rest
327976	1	16	2	ready
328979	6	16	3	task
334925	8	16	4	interval
343005	6	17	1	rest
348978	1	17	2	ready
349977	6	17	3	task
355926	8	17	4	interval
364016	6	18	1	rest
369985	1	18	2	ready
370973	6	18	3	task
376925	8	18	4	interval
385008	6	19	1	rest
390976	1	19	2	ready
391983	6	19	3	task
397924	8	19	4	interval
406008	6	20	1	rest
411993	1	20	2	ready
412981	6	20	3	task
418933	8	20	4	interval
