onset	duration	trial	value	instruction
6393	6	1	1	rest
12332	1	1	2	ready
13342	6	1	3	task
19281	8	1	4	interval
27357	6	2	1	rest
33321	1	2	2	ready
34338	6	2	3	task
40275	8	2	4	interval
48362	6	3	1	rest
54334	1	3	2	ready
55332	6	3	3	task
61268	8	3	4	interval
69363	6	4	1	rest
75332	1	4	2	ready
76340	6	4	3	task
82275	8	4	4	interval
90369	6	5	1	rest
96329	1	5	2	ready
97342	6	5	3	task
103277	8	5	4	interval
111372	6	6	1	rest
117341	1	6	2	ready
118339	6	6	3	task
124279	8	6	4	interval
132371	6	7	1	rest
138346	1	7	2	ready
139348	6	7	3	task
145285	8	7	4	interval
153378	6	8	1	rest
159352	1	8	2	ready
160348	6	8	3	task
166289	8	8	4	interval
174378	6	9	1	rest
180348	1	9	2	ready
181356	6	9	3	task
187287	8	9	4	interval
195381	6	10	1	rest
201353	1	10	2	ready
202351	6	10	3	task
208285	8	10	4	interval
216380	6	11	1	rest
222339	1	11	2	ready
223366	6	11	3	task
229295	8	11	4	interval
237385	6	12	1	rest
243349	1	12	2	ready
244369	6	12	3	task
250291	8	12	4	interval
258390	6	13	1	rest
264360	1	13	2	ready
265357	6	13	3	task
271300	8	13	4	interval
279388	6	14	1	rest
285366	1	14	2	ready
286369	6	14	3	task
292307	8	14	4	interval
300392	6	15	1	rest
306364	1	15	2	ready
307367	6	15	3	task
313302	8	15	4	interval
321396	6	16	1	rest
327367	1	16	2	ready
328367	6	16	3	task
334309	8	16	4	interval
342405	6	17	1	rest
348371	1	17	2	ready
349379	6	17	3	task
355314	8	17	4	interval
363398	6	18	1	rest
369373	1	18	2	ready
370375	6	18	3	task
376308	8	18	4	interval
384408	6	19	1	rest
390371	1	19	2	ready
391378	6	19	3	task
397320	8	19	4	interval
405409	6	20	1	rest
411375	1	20	2	ready
412376	6	20	3	task
418321	8	20	4	interval
