onset	duration	trial	value	instruction
9468	6	1	1	rest
15399	1	1	2	ready
16403	6	1	3	task
22357	8	1	4	interval
30433	6	2	1	rest
36403	1	2	2	ready
37401	6	2	3	task
43351	8	2	4	interval
51440	6	3	1	rest
57405	1	3	2	ready
58403	6	3	3	task
64360	8	3	4	interval
72443	6	4	1	rest
78413	1	4	2	ready
79416	6	4	3	task
85367	8	4	4	interval
93442	6	5	1	rest
99410	1	5	2	ready
100417	6	5	3	task
106363	8	5	4	interval
114452	6	6	1	rest
120413	1	6	2	ready
121426	6	6	3	task
127381	8	6	4	interval
135459	6	7	1	rest
141421	1	7	2	ready
142426	6	7	3	task
148390	8	7	4	interval
156463	6	8	1	rest
162429	1	8	2	ready
163426	6	8	3	task
169375	8	8	4	interval
177454	6	9	1	rest
183426	1	9	2	ready
184432	6	9	3	task
190382	8	9	4	interval
198460	6	10	1	rest
204427	1	10	2	ready
205430	6	10	3	task
211386	8	10	4	interval
219461	6	11	1	rest
225450	1	11	2	ready
226432	6	11	3	task
232383	8	11	4	interval
240463	6	12	1	rest
246428	1	12	2	ready
247436	6	12	3	task
253380	8	12	4	interval
261477	6	13	1	rest
267440	1	13	2	ready
268441	6	13	3	task
274393	8	13	4	interval
282472	6	14	1	rest
288439	1	14	2	ready
289446	6	14	3	task
295397	8	14	4	interval
303471	6	15	1	rest
309441	1	15	2	ready
310438	6	15	3	task
316401	8	15	4	interval
324476	6	16	1	rest
330438	1	16	2	ready
331452	6	16	3	task
337395	8	16	4	interval
345479	6	17	1	rest
351439	1	17	2	ready
352449	6	17	3	task
358396	8	17	4	interval
366480	6	18	1	rest
372454	1	18	2	ready
373448	6	18	3	task
379395	8	18	4	interval
387482	6	19	1	rest
393457	1	19	2	ready
394446	6	19	3	task
400418	8	19	4	interval
408484	6	20	1	rest
414456	1	20	2	ready
415448	6	20	3	task
421394	8	20	4	interval
