onset	duration	trial	value	instruction
4956	6	1	1	rest
10910	1	1	2	ready
11893	6	1	3	task
17903	8	1	4	interval
25939	6	2	1	rest
31898	1	2	2	ready
32892	6	2	3	task
38901	8	2	4	interval
46935	6	3	1	rest
52898	1	3	2	ready
53896	6	3	3	task
59906	8	3	4	interval
67935	6	4	1	rest
73900	1	4	2	ready
74921	6	4	3	task
80913	8	4	4	interval
88939	6	5	1	rest
94907	1	5	2	ready
95902	6	5	3	task
101910	8	5	4	interval
109944	6	6	1	rest
115923	1	6	2	ready
116915	6	6	3	task
122907	8	6	4	interval
130948	6	7	1	rest
136918	1	7	2	ready
137926	6	7	3	task
143917	8	7	4	interval
151948	6	8	1	rest
157917	1	8	2	ready
158913	6	8	3	task
164922	8	8	4	interval
172950	6	9	1	rest
178924	1	9	2	ready
179923	6	9	3	task
185925	8	9	4	interval
193951	6	10	1	rest
199928	1	10	2	ready
200938	6	10	3	task
206937	8	10	4	interval
214962	6	11	1	rest
220930	1	11	2	ready
221932	6	11	3	task
227921	8	11	4	interval
235963	6	12	1	rest
241935	1	12	2	ready
242933	6	12	3	task
248945	8	12	4	interval
256969	6	13	1	rest
262931	1	13	2	ready
263926	6	13	3	task
269936	8	13	4	interval
277961	6	14	1	rest
283935	1	14	2	ready
284928	6	14	3	task
290940	8	14	4	interval
298968	6	15	1	rest
304931	1	15	2	ready
305946	6	15	3	task
311939	8	15	4	interval
319967	6	16	1	rest
325942	1	16	2	ready
326944	6	16	3	task
332938	8	16	4	interval
340974	6	17	1	rest
346947	1	17	2	ready
347944	6	17	3	task
353950	8	17	4	interval
361980	6	18	1	rest
367943	1	18	2	ready
368951	6	18	3	task
374942	8	18	4	interval
382977	6	19	1	rest
388948	1	19	2	ready
389941	6	19	3	task
395954	8	19	4	interval
403980	6	20	1	rest
409954	1	20	2	ready
410947	6	20	3	task
416959	8	20	4	interval
