onset	duration	trial	value	instruction
9206	6	1	1	rest
15123	1	1	2	ready
16136	6	1	3	task
22073	8	1	4	interval
30139	6	2	1	rest
36109	1	2	2	ready
37131	6	2	3	task
43076	8	2	4	interval
51139	6	3	1	rest
57133	1	3	2	ready
58136	6	3	3	task
64078	8	3	4	interval
72141	6	4	1	rest
78137	1	4	2	ready
79135	6	4	3	task
85087	8	4	4	interval
93137	6	5	1	rest
99134	1	5	2	ready
100115	6	5	3	task
106079	8	5	4	interval
114149	6	6	1	rest
120135	1	6	2	ready
121153	6	6	3	task
127081	8	6	4	interval
135145	6	7	1	rest
141135	1	7	2	ready
142143	6	7	3	task
148101	8	7	4	interval
156153	6	8	1	rest
162116	1	8	2	ready
163152	6	8	3	task
169085	8	8	4	interval
177166	6	9	1	rest
183136	1	9	2	ready
184157	6	9	3	task
190097	8	9	4	interval
198180	6	10	1	rest
204137	1	10	2	ready
205135	6	10	3	task
211100	8	10	4	interval
219161	6	11	1	rest
225140	1	11	2	ready
226158	6	11	3	task
232096	8	11	4	interval
240158	6	12	1	rest
246144	1	12	2	ready
247134	6	12	3	task
253100	8	12	4	interval
261167	6	13	1	rest
267132	1	13	2	ready
268151	6	13	3	task
274098	8	13	4	interval
282164	6	14	1	rest
288129	1	14	2	ready
289165	6	14	3	task
295102	8	14	4	interval
303165	6	15	1	rest
309131	1	15	2	ready
310145	6	15	3	task
316117	8	15	4	interval
324168	6	16	1	rest
330146	1	16	2	ready
331156	6	16	3	task
337103	8	16	4	interval
345163	6	17	1	rest
351161	1	17	2	ready
352154	6	17	3	task
358109	8	17	4	interval
366168	6	18	1	rest
372137	1	18	2	ready
373167	6	18	3	task
379111	8	18	4	interval
387172	6	19	1	rest
393179	1	19	2	ready
394175	6	19	3	task
400110	8	19	4	interval
408175	6	20	1	rest
414157	1	20	2	ready
415147	6	20	3	task
421112	8	20	4	interval
