onset	duration	trial	value	instruction
22081	6	1	1	rest
28044	1	1	2	ready
29043	6	1	3	task
34967	8	1	4	interval
43039	6	2	1	rest
49032	1	2	2	ready
50028	6	2	3	task
55967	8	2	4	interval
64044	6	3	1	rest
70009	1	3	2	ready
71040	6	3	3	task
76964	8	3	4	interval
85050	6	4	1	rest
91015	1	4	2	ready
92042	6	4	3	task
97969	8	4	4	interval
106044	6	5	1	rest
112028	1	5	2	ready
113021	6	5	3	task
118976	8	5	4	interval
127052	6	6	1	rest
133039	1	6	2	ready
134034	6	6	3	task
139975	8	6	4	interval
148058	6	7	1	rest
154038	1	7	2	ready
155056	6	7	3	task
160989	8	7	4	interval
169061	6	8	1	rest
175017	1	8	2	ready
176055	6	8	3	task
181979	8	8	4	interval
190063	6	9	1	rest
196045	1	9	2	ready
197053	6	9	3	task
202985	8	9	4	interval
211058	6	10	1	rest
217026	1	10	2	ready
218054	6	10	3	task
223983	8	10	4	interval
232059	6	11	1	rest
238056	1	11	2	ready
239039	6	11	3	task
244987	8	11	4	interval
253064	6	12	1	rest
259055	1	12	2	ready
260057	6	12	3	task
265992	8	12	4	interval
274061	6	13	1	rest
280053	1	13	2	ready
281030	6	13	3	task
286977	8	13	4	interval
295064	6	14	1	rest
301035	1	14	2	ready
302068	6	14	3	task
307993	8	14	4	interval
316072	6	15	1	rest
322061	1	15	2	ready
323071	6	15	3	task
328987	8	15	4	interval
337079	6	16	1	rest
343041	1	16	2	ready
344045	6	16	3	task
350007	8	16	4	interval
358075	6	17	1	rest
364064	1	17	2	ready
365076	6	17	3	task
370994	8	17	4	interval
379078	6	18	1	rest
385064	1	18	2	ready
386078	6	18	3	task
392004	8	18	4	interval
400086	6	19	1	rest
406078	1	19	2	ready
407078	6	19	3	task
413013	8	19	4	interval
421082	6	20	1	rest
427071	1	20	2	ready
428080	6	20	3	task
434002	8	20	4	interval
