onset	duration	trial	value	instruction
5412	6	1	1	rest
11344	1	1	2	ready
12347	6	1	3	task
18300	8	1	4	interval
26380	6	2	1	rest
32348	1	2	2	ready
33344	6	2	3	task
39310	8	2	4	interval
47383	6	3	1	rest
53360	1	3	2	ready
54357	6	3	3	task
60308	8	3	4	interval
68386	6	4	1	rest
74349	1	4	2	ready
75354	6	4	3	task
81299	8	4	4	interval
89385	6	5	1	rest
95364	1	5	2	ready
96355	6	5	3	task
102318	8	5	4	interval
110389	6	6	1	rest
116355	1	6	2	ready
117362	6	6	3	task
123307	8	6	4	interval
131390	6	7	1	rest
137359	1	7	2	ready
138365	6	7	3	task
144311	8	7	4	interval
152392	6	8	1	rest
158366	1	8	2	ready
159367	6	8	3	task
165309	8	8	4	interval
173398	6	9	1	rest
179364	1	9	2	ready
180373	6	9	3	task
186314	8	9	4	interval
194401	6	10	1	rest
200375	1	10	2	ready
201383	6	10	3	task
207334	8	10	4	interval
215412	6	11	1	rest
221377	1	11	2	ready
222386	6	11	3	task
228329	8	11	4	interval
236418	6	12	1	rest
242381	1	12	2	ready
243381	6	12	3	task
249326	8	12	4	interval
257409	6	13	1	rest
263374	1	13	2	ready
264386	6	13	3	task
270333	8	13	4	interval
278413	6	14	1	rest
284384	1	14	2	ready
285385	6	14	3	task
291331	8	14	4	interval
299427	6	15	1	rest
305389	1	15	2	ready
306388	6	15	3	task
312340	8	15	4	interval
320426	6	16	1	rest
326384	1	16	2	ready
327401	6	16	3	task
333343	8	16	4	interval
341430	6	17	1	rest
347389	1	17	2	ready
348407	6	17	3	task
354340	8	17	4	interval
362437	6	18	1	rest
368398	1	18	2	ready
369404	6	18	3	task
375358	8	18	4	interval
383440	6	19	1	rest
389399	1	19	2	ready
390417	6	19	3	task
396367	8	19	4	interval
404440	6	20	1	rest
410407	1	20	2	ready
411410	6	20	3	task
417358	8	20	4	interval
