onset	duration	trial	value	instruction
5744	6	1	1	rest
11650	1	1	2	ready
12651	6	1	3	task
18594	8	1	4	interval
26678	6	2	1	rest
32650	1	2	2	ready
33656	6	2	3	task
39596	8	2	4	interval
47684	6	3	1	rest
53650	1	3	2	ready
54654	6	3	3	task
60598	8	3	4	interval
68688	6	4	1	rest
74655	1	4	2	ready
75659	6	4	3	task
81603	8	4	4	interval
89687	6	5	1	rest
95657	1	5	2	ready
96663	6	5	3	task
102611	8	5	4	interval
110689	6	6	1	rest
116670	1	6	2	ready
117671	6	6	3	task
123610	8	6	4	interval
131701	6	7	1	rest
137667	1	7	2	ready
138662	6	7	3	task
144619	8	7	4	interval
152701	6	8	1	rest
158663	1	8	2	ready
159673	6	8	3	task
165613	8	8	4	interval
173702	6	9	1	rest
179674	1	9	2	ready
180677	6	9	3	task
186622	8	9	4	interval
194707	6	10	1	rest
200674	1	10	2	ready
201677	6	10	3	task
207627	8	10	4	interval
215710	6	11	1	rest
221684	1	11	2	ready
222687	6	11	3	task
228625	8	11	4	interval
236721	6	12	1	rest
242677	1	12	2	ready
243687	6	12	3	task
249639	8	12	4	interval
257721	6	13	1	rest
263696	1	13	2	ready
264687	6	13	3	task
270637	8	13	4	interval
278716	6	14	1	rest
284685	1	14	2	ready
285688	6	14	3	task
291635	8	14	4	interval
299722	6	15	1	rest
305698	1	15	2	ready
306688	6	15	3	task
312640	8	15	4	interval
320725	6	16	1	rest
326694	1	16	2	ready
327693	6	16	3	task
333648	8	16	4	interval
341723	6	17	1	rest
347703	1	17	2	ready
348695	6	17	3	task
354660	8	17	4	interval
362732	6	18	1	rest
368700	1	18	2	ready
369700	6	18	3	task
375643	8	18	4	interval
383730	6	19	1	rest
389706	1	19	2	ready
390702	6	19	3	task
396650	8	19	4	interval
404741	6	20	1	rest
410705	1	20	2	ready
411713	6	20	3	task
417649	8	20	4	interval
