onset	duration	trial	value	instruction
5114	6	1	1	rest
11045	1	1	2	ready
12050	6	1	3	task
18048	8	1	4	interval
26088	6	2	1	rest
32052	1	2	2	ready
33061	6	2	3	task
39055	8	2	4	interval
47095	6	3	1	rest
53053	1	3	2	ready
54053	6	3	3	task
60056	8	3	4	interval
68096	6	4	1	rest
74060	1	4	2	ready
75062	6	4	3	task
81072	8	4	4	interval
89103	6	5	1	rest
95070	1	5	2	ready
96059	6	5	3	task
102072	8	5	4	interval
110101	6	6	1	rest
116064	1	6	2	ready
117066	6	6	3	task
123074	8	6	4	interval
131114	6	7	1	rest
137079	1	7	2	ready
138067	6	7	3	task
144068	8	7	4	interval
152115	6	8	1	rest
158074	1	8	2	ready
159077	6	8	3	task
165076	8	8	4	interval
173112	6	9	1	rest
179078	1	9	2	ready
180077	6	9	3	task
186096	8	9	4	interval
194116	6	10	1	rest
200077	1	10	2	ready
201080	6	10	3	task
207088	8	10	4	interval
215118	6	11	1	rest
221087	1	11	2	ready
222076	6	11	3	task
228086	8	11	4	interval
236117	6	12	1	rest
242106	1	12	2	ready
243082	6	12	3	task
249084	8	12	4	interval
257127	6	13	1	rest
263091	1	13	2	ready
264089	6	13	3	task
270096	8	13	4	interval
278126	6	14	1	rest
284089	1	14	2	ready
285092	6	14	3	task
291095	8	14	4	interval
299130	6	15	1	rest
305099	1	15	2	ready
306099	6	15	3	task
312090	8	15	4	interval
320135	6	16	1	rest
326098	1	16	2	ready
327101	6	16	3	task
333094	8	16	4	interval
341143	6	17	1	rest
347102	1	17	2	ready
348103	6	17	3	task
354121	8	17	4	interval
362139	6	18	1	rest
368103	1	18	2	ready
369105	6	18	3	task
375103	8	18	4	interval
383140	6	19	1	rest
389111	1	19	2	ready
390105	6	19	3	task
396109	8	19	4	interval
404146	6	20	1	rest
410114	1	20	2	ready
411128	6	20	3	task
417103	8	20	4	interval
