onset	duration	trial	value	instruction
5955	6	1	1	rest
11905	1	1	2	ready
12908	6	1	3	task
18863	8	1	4	interval
26940	6	2	1	rest
32910	1	2	2	ready
33902	6	2	3	task
39852	8	2	4	interval
47939	6	3	1	rest
53905	1	3	2	ready
54914	6	3	3	task
60860	8	3	4	interval
68943	6	4	1	rest
74916	1	4	2	ready
75910	6	4	3	task
81868	8	4	4	interval
89947	6	5	1	rest
95912	1	5	2	ready
96910	6	5	3	task
102866	8	5	4	interval
110946	6	6	1	rest
116909	1	6	2	ready
117941	6	6	3	task
123865	8	6	4	interval
131949	6	7	1	rest
137927	1	7	2	ready
138916	6	7	3	task
144866	8	7	4	interval
152952	6	8	1	rest
158924	1	8	2	ready
159924	6	8	3	task
165872	8	8	4	interval
173950	6	9	1	rest
179922	1	9	2	ready
180921	6	9	3	task
186874	8	9	4	interval
194947	6	10	1	rest
200922	1	10	2	ready
201939	6	10	3	task
207868	8	10	4	interval
215951	6	11	1	rest
221928	1	11	2	ready
222926	6	11	3	task
228892	8	11	4	interval
236958	6	12	1	rest
242928	1	12	2	ready
243926	6	12	3	task
249894	8	12	4	interval
257960	6	13	1	rest
263928	1	13	2	ready
264944	6	13	3	task
270866	8	13	4	interval
278957	6	14	1	rest
284925	1	14	2	ready
285935	6	14	3	task
291873	8	14	4	interval
299959	6	15	1	rest
305927	1	15	2	ready
306940	6	15	3	task
312877	8	15	4	interval
320957	6	16	1	rest
326923	1	16	2	ready
327937	6	16	3	task
333880	8	16	4	interval
341960	6	17	1	rest
347930	1	17	2	ready
348929	6	17	3	task
354885	8	17	4	interval
362975	6	18	1	rest
368934	1	18	2	ready
369935	6	18	3	task
375876	8	18	4	interval
383969	6	19	1	rest
389942	1	19	2	ready
390952	6	19	3	task
396886	8	19	4	interval
404974	6	20	1	rest
410940	1	20	2	ready
411941	6	20	3	task
417895	8	20	4	interval
