onset	duration	trial	value	instruction
8443	6	1	1	rest
14385	1	1	2	ready
15377	6	1	3	task
21328	8	1	4	interval
29412	6	2	1	rest
35381	1	2	2	ready
36388	6	2	3	task
42335	8	2	4	interval
50402	6	3	1	rest
56372	1	3	2	ready
57392	6	3	3	task
63331	8	3	4	interval
71412	6	4	1	rest
77377	1	4	2	ready
78387	6	4	3	task
84334	8	4	4	interval
92415	6	5	1	rest
98388	1	5	2	ready
99405	6	5	3	task
105344	8	5	4	interval
113422	6	6	1	rest
119389	1	6	2	ready
120398	6	6	3	task
126334	8	6	4	interval
134416	6	7	1	rest
140388	1	7	2	ready
141395	6	7	3	task
147335	8	7	4	interval
155422	6	8	1	rest
161394	1	8	2	ready
162395	6	8	3	task
168339	8	8	4	interval
176424	6	9	1	rest
182395	1	9	2	ready
183397	6	9	3	task
189346	8	9	4	interval
197424	6	10	1	rest
203404	1	10	2	ready
204403	6	10	3	task
210346	8	10	4	interval
218431	6	11	1	rest
224395	1	11	2	ready
225400	6	11	3	task
231364	8	11	4	interval
239435	6	12	1	rest
245407	1	12	2	ready
246412	6	12	3	task
252359	8	12	4	interval
260443	6	13	1	rest
266410	1	13	2	ready
267413	6	13	3	task
273359	8	13	4	interval
281447	6	14	1	rest
287411	1	14	2	ready
288423	6	14	3	task
294370	8	14	4	interval
302454	6	15	1	rest
308420	1	15	2	ready
309410	6	15	3	task
315376	8	15	4	interval
323451	6	16	1	rest
329416	1	16	2	ready
330423	6	16	3	task
336368	8	16	4	interval
344456	6	17	1	rest
350417	1	17	2	ready
351428	6	17	3	task
357371	8	17	4	interval
365463	6	18	1	rest
371419	1	18	2	ready
372430	6	18	3	task
378381	8	18	4	interval
386459	6	19	1	rest
392433	1	19	2	ready
393435	6	19	3	task
399383	8	19	4	interval
407481	6	20	1	rest
413427	1	20	2	ready
414433	6	20	3	task
420379	8	20	4	interval
