onset	duration	trial	value	instruction
6498	6	1	1	rest
12464	1	1	2	ready
13461	7	1	3	task
20105	7	1	4	interval
27481	6	2	1	rest
33468	1	2	2	ready
34469	7	2	3	task
41077	7	2	4	interval
48483	6	3	1	rest
54461	1	3	2	ready
55448	7	3	3	task
62264	7	3	4	interval
69487	6	4	1	rest
75455	1	4	2	ready
76467	7	4	3	task
83088	7	4	4	interval
90486	6	5	1	rest
96453	1	5	2	ready
97485	7	5	3	task
104113	7	5	4	interval
111495	6	6	1	rest
117458	1	6	2	ready
118467	7	6	3	task
125278	7	6	4	interval
132495	6	7	1	rest
138458	1	7	2	ready
139460	7	7	3	task
146069	7	7	4	interval
153491	6	8	1	rest
159486	1	8	2	ready
160465	7	8	3	task
167090	7	8	4	interval
174494	6	9	1	rest
180480	1	9	2	ready
181468	7	9	3	task
188046	8	9	4	interval
195496	6	10	1	rest
201465	1	10	2	ready
202466	7	10	3	task
209056	7	10	4	interval
216495	6	11	1	rest
222463	1	11	2	ready
223492	7	11	3	task
230105	7	11	4	interval
237502	6	12	1	rest
243465	1	12	2	ready
244467	7	12	3	task
251053	7	12	4	interval
258502	6	13	1	rest
264469	1	13	2	ready
265489	7	13	3	task
272328	7	13	4	interval
279505	6	14	1	rest
285495	1	14	2	ready
286497	7	14	3	task
293135	7	14	4	interval
300508	6	15	1	rest
306470	1	15	2	ready
307500	7	15	3	task
314114	7	15	4	interval
321508	6	16	1	rest
327477	1	16	2	ready
328504	7	16	3	task
335155	7	16	4	interval
342505	6	17	1	rest
348511	1	17	2	ready
349479	7	17	3	task
356071	7	17	4	interval
363520	6	18	1	rest
369510	1	18	2	ready
370506	7	18	3	task
377099	7	18	4	interval
384517	6	19	1	rest
390481	1	19	2	ready
391489	7	19	3	task
398097	7	19	4	interval
405521	6	20	1	rest
411489	1	20	2	ready
412492	7	20	3	task
419072	7	20	4	interval
