onset	duration	trial	value	instruction
7351	6	1	1	rest
13379	1	1	2	ready
14291	7	1	3	task
21226	7	1	4	interval
28302	6	2	1	rest
34267	1	2	2	ready
35293	7	2	3	task
42028	7	2	4	interval
49310	6	3	1	rest
55275	1	3	2	ready
56298	7	3	3	task
63100	7	3	4	interval
70312	6	4	1	rest
76304	1	4	2	ready
77299	7	4	3	task
84083	7	4	4	interval
91316	6	5	1	rest
97279	1	5	2	ready
98282	7	5	3	task
104990	7	5	4	interval
112315	6	6	1	rest
118309	1	6	2	ready
119297	7	6	3	task
125942	7	6	4	interval
133322	6	7	1	rest
139302	1	7	2	ready
140300	7	7	3	task
147177	7	7	4	interval
154319	6	8	1	rest
160306	1	8	2	ready
161285	7	8	3	task
167967	7	8	4	interval
175325	6	9	1	rest
181291	1	9	2	ready
182317	7	9	3	task
189022	7	9	4	interval
196320	6	10	1	rest
202289	1	10	2	ready
203290	7	10	3	task
209935	7	10	4	interval
217323	6	11	1	rest
223311	1	11	2	ready
224316	7	11	3	task
231267	7	11	4	interval
238323	6	12	1	rest
244304	1	12	2	ready
245303	7	12	3	task
252025	7	12	4	interval
259321	6	13	1	rest
265291	1	13	2	ready
266295	7	13	3	task
272928	7	13	4	interval
280327	6	14	1	rest
286295	1	14	2	ready
287318	7	14	3	task
294015	7	14	4	interval
301334	6	15	1	rest
307329	1	15	2	ready
308319	7	15	3	task
315028	7	15	4	interval
322334	6	16	1	rest
328327	1	16	2	ready
329324	7	16	3	task
336031	7	16	4	interval
343341	6	17	1	rest
349303	1	17	2	ready
350312	7	17	3	task
357011	7	17	4	interval
364343	6	18	1	rest
370306	1	18	2	ready
371333	7	18	3	task
377986	7	18	4	interval
385346	6	19	1	rest
391308	1	19	2	ready
392330	7	19	3	task
398997	7	19	4	interval
406345	6	20	1	rest
412331	1	20	2	ready
413339	7	20	3	task
419957	7	20	4	interval
